,Unnamed: 0,Date,Company,y
449,807,2014-06-20,DUK,0
450,806,2014-06-23,DUK,1
451,805,2014-06-24,DUK,0
452,804,2014-06-25,DUK,1
453,803,2014-06-26,DUK,0
454,802,2014-06-27,DUK,1
455,801,2014-06-30,DUK,0
456,800,2014-07-01,DUK,0
457,799,2014-07-02,DUK,0
458,798,2014-07-03,DUK,1
459,797,2014-07-07,DUK,1
460,796,2014-07-08,DUK,1
461,795,2014-07-09,DUK,0
462,794,2014-07-10,DUK,1
463,793,2014-07-11,DUK,0
464,792,2014-07-14,DUK,0
465,791,2014-07-15,DUK,1
466,790,2014-07-16,DUK,0
467,789,2014-07-17,DUK,0
468,788,2014-07-18,DUK,1
469,787,2014-07-21,DUK,0
470,786,2014-07-22,DUK,0
471,785,2014-07-23,DUK,1
472,784,2014-07-24,DUK,1
473,783,2014-07-25,DUK,0
474,782,2014-07-28,DUK,1
475,781,2014-07-29,DUK,0
476,780,2014-07-30,DUK,0
477,779,2014-07-31,DUK,1
478,778,2014-08-01,DUK,1
479,777,2014-08-04,DUK,0
480,776,2014-08-05,DUK,0
481,775,2014-08-06,DUK,1
482,774,2014-08-07,DUK,1
483,773,2014-08-08,DUK,1
484,772,2014-08-11,DUK,0
485,771,2014-08-12,DUK,0
486,770,2014-08-13,DUK,1
487,769,2014-08-14,DUK,1
488,768,2014-08-15,DUK,0
489,767,2014-08-18,DUK,0
490,766,2014-08-19,DUK,1
491,765,2014-08-20,DUK,0
492,764,2014-08-21,DUK,1
493,763,2014-08-22,DUK,0
494,762,2014-08-25,DUK,1
495,761,2014-08-26,DUK,0
496,760,2014-08-27,DUK,1
497,759,2014-08-28,DUK,0
498,758,2014-08-29,DUK,1
499,757,2014-09-02,DUK,0
500,756,2014-09-03,DUK,1
501,755,2014-09-04,DUK,0
502,754,2014-09-05,DUK,1
503,753,2014-09-08,DUK,0
504,752,2014-09-09,DUK,0
505,751,2014-09-10,DUK,1
506,750,2014-09-11,DUK,1
507,749,2014-09-12,DUK,0
508,748,2014-09-15,DUK,1
509,747,2014-09-16,DUK,1
510,746,2014-09-17,DUK,0
511,745,2014-09-18,DUK,0
512,744,2014-09-19,DUK,1
513,743,2014-09-22,DUK,0
514,742,2014-09-23,DUK,1
515,741,2014-09-24,DUK,1
516,740,2014-09-25,DUK,1
517,739,2014-09-26,DUK,0
518,738,2014-09-29,DUK,0
519,737,2014-09-30,DUK,1
520,736,2014-10-01,DUK,0
521,735,2014-10-02,DUK,0
522,734,2014-10-03,DUK,1
523,733,2014-10-06,DUK,0
524,732,2014-10-07,DUK,1
525,731,2014-10-08,DUK,1
526,730,2014-10-09,DUK,0
527,729,2014-10-10,DUK,1
528,728,2014-10-13,DUK,1
529,727,2014-10-14,DUK,1
530,726,2014-10-15,DUK,0
531,725,2014-10-16,DUK,0
532,724,2014-10-17,DUK,1
533,723,2014-10-20,DUK,1
534,722,2014-10-21,DUK,0
535,721,2014-10-22,DUK,1
536,720,2014-10-23,DUK,0
537,719,2014-10-24,DUK,1
538,718,2014-10-27,DUK,1
539,717,2014-10-28,DUK,0
540,716,2014-10-29,DUK,0
541,715,2014-10-30,DUK,1
542,714,2014-10-31,DUK,0
543,713,2014-11-03,DUK,1
544,712,2014-11-04,DUK,0
545,711,2014-11-05,DUK,1
546,710,2014-11-06,DUK,0
547,709,2014-11-07,DUK,1
548,708,2014-11-10,DUK,0
549,707,2014-11-11,DUK,0
550,706,2014-11-12,DUK,0
551,705,2014-11-13,DUK,1
552,704,2014-11-14,DUK,1
553,703,2014-11-17,DUK,1
554,702,2014-11-18,DUK,0
555,701,2014-11-19,DUK,1
556,700,2014-11-20,DUK,0
557,699,2014-11-21,DUK,0
558,698,2014-11-24,DUK,0
559,697,2014-11-25,DUK,1
560,696,2014-11-26,DUK,1
561,695,2014-11-28,DUK,1
562,694,2014-12-01,DUK,0
563,693,2014-12-02,DUK,0
564,692,2014-12-03,DUK,0
565,691,2014-12-04,DUK,1
566,690,2014-12-05,DUK,0
567,689,2014-12-08,DUK,1
568,688,2014-12-09,DUK,0
569,687,2014-12-10,DUK,0
570,686,2014-12-11,DUK,1
571,685,2014-12-12,DUK,0
572,684,2014-12-15,DUK,0
573,683,2014-12-16,DUK,1
574,682,2014-12-17,DUK,1
575,681,2014-12-18,DUK,1
576,680,2014-12-19,DUK,0
577,679,2014-12-22,DUK,1
578,678,2014-12-23,DUK,0
579,677,2014-12-24,DUK,1
580,676,2014-12-26,DUK,0
581,675,2014-12-29,DUK,1
582,674,2014-12-30,DUK,0
583,673,2014-12-31,DUK,1
584,672,2015-01-02,DUK,1
585,671,2015-01-05,DUK,0
586,670,2015-01-06,DUK,1
587,669,2015-01-07,DUK,0
588,668,2015-01-08,DUK,1
589,667,2015-01-09,DUK,0
590,666,2015-01-12,DUK,0
591,665,2015-01-13,DUK,1
592,664,2015-01-14,DUK,0
593,663,2015-01-15,DUK,1
594,662,2015-01-16,DUK,0
595,661,2015-01-20,DUK,0
596,660,2015-01-21,DUK,1
597,659,2015-01-22,DUK,0
598,658,2015-01-23,DUK,1
599,657,2015-01-26,DUK,0
600,656,2015-01-27,DUK,1
601,655,2015-01-28,DUK,0
602,654,2015-01-29,DUK,1
603,653,2015-01-30,DUK,0
604,652,2015-02-02,DUK,1
605,651,2015-02-03,DUK,0
606,650,2015-02-04,DUK,0
607,649,2015-02-05,DUK,1
608,648,2015-02-06,DUK,0
609,647,2015-02-09,DUK,1
610,646,2015-02-10,DUK,1
611,645,2015-02-11,DUK,0
612,644,2015-02-12,DUK,1
613,643,2015-02-13,DUK,0
614,642,2015-02-17,DUK,1
615,641,2015-02-18,DUK,1
616,640,2015-02-19,DUK,0
617,639,2015-02-20,DUK,1
618,638,2015-02-23,DUK,1
619,637,2015-02-24,DUK,1
620,636,2015-02-25,DUK,0
621,635,2015-02-26,DUK,1
622,634,2015-02-27,DUK,1
623,633,2015-03-02,DUK,0
624,632,2015-03-03,DUK,1
625,631,2015-03-04,DUK,0
626,630,2015-03-05,DUK,1
627,629,2015-03-06,DUK,0
628,628,2015-03-09,DUK,1
629,627,2015-03-10,DUK,1
630,626,2015-03-11,DUK,0
631,625,2015-03-12,DUK,1
632,624,2015-03-13,DUK,0
633,623,2015-03-16,DUK,1
634,622,2015-03-17,DUK,0
635,621,2015-03-18,DUK,1
636,620,2015-03-19,DUK,0
637,619,2015-03-20,DUK,1
638,618,2015-03-23,DUK,0
639,617,2015-03-24,DUK,0
640,616,2015-03-25,DUK,0
641,615,2015-03-26,DUK,1
642,614,2015-03-27,DUK,1
643,613,2015-03-30,DUK,1
644,612,2015-03-31,DUK,0
645,611,2015-04-01,DUK,0
646,610,2015-04-02,DUK,1
647,609,2015-04-06,DUK,1
648,608,2015-04-07,DUK,0
649,607,2015-04-08,DUK,1
650,606,2015-04-09,DUK,1
651,605,2015-04-10,DUK,1
652,604,2015-04-13,DUK,0
653,603,2015-04-14,DUK,1
654,602,2015-04-15,DUK,1
655,601,2015-04-16,DUK,0
656,600,2015-04-17,DUK,1
657,599,2015-04-20,DUK,1
658,598,2015-04-21,DUK,0
659,597,2015-04-22,DUK,1
660,596,2015-04-23,DUK,1
661,595,2015-04-24,DUK,0
662,594,2015-04-27,DUK,0
663,593,2015-04-28,DUK,1
664,592,2015-04-29,DUK,0
665,591,2015-04-30,DUK,0
666,590,2015-05-01,DUK,1
667,589,2015-05-04,DUK,0
668,588,2015-05-05,DUK,0
669,587,2015-05-06,DUK,1
670,586,2015-05-07,DUK,1
671,585,2015-05-08,DUK,0
672,584,2015-05-11,DUK,0
673,583,2015-05-12,DUK,1
674,582,2015-05-13,DUK,0
675,581,2015-05-14,DUK,1
676,580,2015-05-15,DUK,0
677,579,2015-05-18,DUK,0
678,578,2015-05-19,DUK,1
679,577,2015-05-20,DUK,1
680,576,2015-05-21,DUK,0
681,575,2015-05-22,DUK,1
682,574,2015-05-26,DUK,0
683,573,2015-05-27,DUK,1
684,572,2015-05-28,DUK,0
685,571,2015-05-29,DUK,1
686,570,2015-06-01,DUK,1
687,569,2015-06-02,DUK,0
688,568,2015-06-03,DUK,1
689,567,2015-06-04,DUK,1
690,566,2015-06-05,DUK,0
691,565,2015-06-08,DUK,1
692,564,2015-06-09,DUK,1
693,563,2015-06-10,DUK,1
694,562,2015-06-11,DUK,1
695,561,2015-06-12,DUK,0
696,560,2015-06-15,DUK,1
697,559,2015-06-16,DUK,1
698,558,2015-06-17,DUK,1
699,557,2015-06-18,DUK,1
700,556,2015-06-19,DUK,0
701,555,2015-06-22,DUK,1
702,554,2015-06-23,DUK,0
703,553,2015-06-24,DUK,1
704,552,2015-06-25,DUK,1
705,551,2015-06-26,DUK,1
706,550,2015-06-29,DUK,0
707,549,2015-06-30,DUK,0
708,548,2015-07-01,DUK,1
709,547,2015-07-02,DUK,1
710,546,2015-07-06,DUK,0
711,545,2015-07-07,DUK,1
712,544,2015-07-08,DUK,0
713,543,2015-07-09,DUK,0
714,542,2015-07-10,DUK,1
715,541,2015-07-13,DUK,0
716,540,2015-07-14,DUK,0
717,539,2015-07-15,DUK,1
718,538,2015-07-16,DUK,1
719,537,2015-07-17,DUK,0
720,536,2015-07-20,DUK,1
721,535,2015-07-21,DUK,0
722,534,2015-07-22,DUK,1
723,533,2015-07-23,DUK,0
724,532,2015-07-24,DUK,1
725,531,2015-07-27,DUK,1
726,530,2015-07-28,DUK,0
727,529,2015-07-29,DUK,0
728,528,2015-07-30,DUK,1
729,527,2015-07-31,DUK,1
730,526,2015-08-03,DUK,0
731,525,2015-08-04,DUK,0
732,524,2015-08-05,DUK,1
733,523,2015-08-06,DUK,0
734,522,2015-08-07,DUK,1
735,521,2015-08-10,DUK,0
736,520,2015-08-11,DUK,1
737,519,2015-08-12,DUK,1
738,518,2015-08-13,DUK,0
739,517,2015-08-14,DUK,1
740,516,2015-08-17,DUK,0
741,515,2015-08-18,DUK,0
742,514,2015-08-19,DUK,1
743,513,2015-08-20,DUK,0
744,512,2015-08-21,DUK,1
745,511,2015-08-24,DUK,0
746,510,2015-08-25,DUK,1
747,509,2015-08-26,DUK,1
748,508,2015-08-27,DUK,0
749,507,2015-08-28,DUK,0
750,506,2015-08-31,DUK,0
751,505,2015-09-01,DUK,0
752,504,2015-09-02,DUK,1
753,503,2015-09-03,DUK,1
754,502,2015-09-04,DUK,0
755,501,2015-09-08,DUK,1
756,500,2015-09-09,DUK,0
757,499,2015-09-10,DUK,1
758,498,2015-09-11,DUK,1
759,497,2015-09-14,DUK,0
760,496,2015-09-15,DUK,1
761,495,2015-09-16,DUK,1
762,494,2015-09-17,DUK,1
763,493,2015-09-18,DUK,0
764,492,2015-09-21,DUK,1
765,491,2015-09-22,DUK,0
766,490,2015-09-23,DUK,1
767,489,2015-09-24,DUK,1
768,488,2015-09-25,DUK,0
769,487,2015-09-28,DUK,0
770,486,2015-09-29,DUK,1
771,485,2015-09-30,DUK,1
772,484,2015-10-01,DUK,0
773,483,2015-10-02,DUK,1
774,482,2015-10-05,DUK,0
775,481,2015-10-06,DUK,0
776,480,2015-10-07,DUK,0
777,479,2015-10-08,DUK,1
778,478,2015-10-09,DUK,0
779,477,2015-10-12,DUK,1
780,476,2015-10-13,DUK,0
781,475,2015-10-14,DUK,1
782,474,2015-10-15,DUK,1
783,473,2015-10-16,DUK,0
784,472,2015-10-19,DUK,0
785,471,2015-10-20,DUK,1
786,470,2015-10-21,DUK,1
787,469,2015-10-22,DUK,1
788,468,2015-10-23,DUK,0
789,467,2015-10-26,DUK,0
790,466,2015-10-27,DUK,1
791,465,2015-10-28,DUK,0
792,464,2015-10-29,DUK,1
793,463,2015-10-30,DUK,0
794,462,2015-11-02,DUK,1
795,461,2015-11-03,DUK,0
796,460,2015-11-04,DUK,0
797,459,2015-11-05,DUK,0
798,458,2015-11-06,DUK,0
799,457,2015-11-09,DUK,1
800,456,2015-11-10,DUK,1
801,455,2015-11-11,DUK,1
802,454,2015-11-12,DUK,0
803,453,2015-11-13,DUK,1
804,452,2015-11-16,DUK,1
805,451,2015-11-17,DUK,0
